customerID,gender,age,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,has_dependents,has_partner,num_support_tickets,is_active_member,churn
C100314,Male,45,9,23.34,156.95,one year,DSL,Bank transfer,1,1,0,0,0
C100315,Female,55,72,15.0,1067.3,one year,None,Electronic check,0,1,2,1,0
C100316,Female,54,32,27.25,802.55,month-to-month,None,Credit card,0,0,0,1,0
C100317,Female,25,12,20.24,194.67,month-to-month,None,Bank transfer,1,0,1,0,0
C100318,Female,69,45,42.76,1943.78,one year,Fiber,Electronic check,1,0,3,1,0
C100319,Female,33,9,15.02,50.94,month-to-month,None,Electronic check,0,0,1,0,0
C100320,Male,39,6,20.99,86.98,month-to-month,None,Electronic check,1,1,2,0,0
C100321,Male,74,13,22.2,341.3,one year,DSL,Electronic check,0,1,0,0,1
C100322,Female,64,4,18.16,83.81,month-to-month,None,Credit card,0,0,2,1,0
C100323,Female,44,6,45.74,312.85,month-to-month,Fiber,Bank transfer,0,1,1,0,0
C100324,Female,79,13,15.98,143.12,one year,None,Credit card,1,0,1,0,0
C100325,Male,44,15,38.48,580.64,one year,Fiber,Bank transfer,1,1,1,1,1
C100326,Male,55,25,52.06,1395.77,month-to-month,Fiber,Credit card,1,1,3,0,0
C100327,Male,34,9,22.27,167.31,one year,DSL,Credit card,1,1,1,0,0
C100328,Male,30,20,23.58,447.26,two years,DSL,Electronic check,0,1,2,0,1
C100329,Female,50,1,32.43,61.51,month-to-month,DSL,Electronic check,1,0,2,1,1
C100330,Female,55,7,45.52,273.65,one year,Fiber,Electronic check,0,0,3,1,1
C100331,Male,71,5,24.23,157.02,month-to-month,None,Electronic check,1,0,2,0,0
C100332,Male,44,13,37.78,401.37,month-to-month,DSL,Mailed check,1,0,2,1,0
C100333,Female,77,2,36.34,0.0,month-to-month,DSL,Electronic check,1,0,1,0,1
C100334,Male,58,56,43.45,2448.68,month-to-month,Fiber,Credit card,0,1,2,1,1
C100335,Female,22,9,26.97,193.77,month-to-month,DSL,Electronic check,0,0,3,1,1
C100336,Female,67,27,22.59,581.52,one year,DSL,Credit card,1,1,1,0,0
C100337,Male,56,1,33.19,77.02,month-to-month,DSL,Electronic check,0,1,2,1,1
C100338,Male,44,13,37.39,517.27,two years,Fiber,Electronic check,0,1,2,1,1
C100339,Female,49,18,47.19,788.1,month-to-month,Fiber,Credit card,0,1,2,1,1
C100340,Female,38,12,15.0,205.99,one year,None,Electronic check,0,1,0,0,1
C100341,Male,59,11,31.49,331.43,month-to-month,DSL,Bank transfer,0,0,1,0,0
C100342,Female,55,16,33.17,551.63,month-to-month,DSL,Credit card,0,1,0,1,0
C100343,Female,47,41,38.94,1595.61,one year,Fiber,Electronic check,1,1,1,0,0
C100344,Female,37,15,15.0,149.83,one year,None,Electronic check,0,1,3,0,0
C100345,Male,44,24,40.52,936.94,month-to-month,Fiber,Electronic check,1,0,3,1,1
C100346,Female,51,5,15.0,0.0,month-to-month,None,Electronic check,0,0,3,1,1
C100347,Female,49,11,52.42,585.92,month-to-month,Fiber,Credit card,1,0,2,1,0
C100348,Male,38,15,21.58,343.5,month-to-month,None,Credit card,0,0,1,1,0
C100349,Male,56,5,50.86,219.09,month-to-month,Fiber,Electronic check,1,0,3,0,0
C100350,Female,33,5,32.93,158.89,one year,DSL,Bank transfer,0,0,2,0,0
C100351,Male,51,72,21.62,1508.03,month-to-month,DSL,Credit card,1,1,2,1,0
C100352,Male,26,29,39.6,1211.2,month-to-month,Fiber,Electronic check,1,0,3,0,1
C100353,Male,49,35,15.0,460.7,one year,None,Electronic check,0,0,0,0,1
C100354,Female,70,26,29.4,748.9,two years,Fiber,Credit card,0,0,2,0,0
C100355,Female,72,24,26.93,581.48,month-to-month,DSL,Bank transfer,0,1,0,1,1
C100356,Male,64,32,32.91,1065.0,month-to-month,DSL,Electronic check,1,0,2,1,1
C100357,Female,67,15,51.48,824.15,month-to-month,Fiber,Mailed check,1,1,2,0,0
C100358,Male,22,8,20.14,57.3,one year,None,Electronic check,0,1,0,1,0
C100359,Female,40,30,51.85,1588.32,month-to-month,Fiber,Bank transfer,1,1,3,0,1
C100360,Female,61,13,47.98,705.31,month-to-month,Fiber,Bank transfer,1,1,2,1,0
C100361,Female,71,4,47.37,195.93,month-to-month,Fiber,Electronic check,0,1,3,0,0
C100362,Male,57,42,15.0,596.26,two years,None,Credit card,0,0,2,1,0
C100363,Female,75,20,15.0,298.1,month-to-month,None,Mailed check,0,1,1,1,0
C100364,Male,36,5,15.0,47.72,one year,DSL,Bank transfer,1,0,1,1,0
C100365,Female,28,12,51.95,721.63,month-to-month,Fiber,Bank transfer,1,1,1,1,0
C100366,Male,23,14,21.17,338.15,month-to-month,None,Mailed check,0,0,2,0,0
C100367,Male,57,12,27.85,379.18,month-to-month,None,Electronic check,1,1,0,1,1
C100368,Male,62,25,53.48,1444.81,month-to-month,Fiber,Electronic check,1,0,2,0,0
C100369,Female,37,11,31.55,414.23,month-to-month,DSL,Bank transfer,1,0,2,1,0
C100370,Male,70,10,48.44,478.32,month-to-month,Fiber,Bank transfer,0,1,2,1,0
C100371,Female,67,18,45.94,828.27,month-to-month,Fiber,Electronic check,1,0,3,0,1
C100372,Male,42,26,28.6,861.56,month-to-month,DSL,Credit card,1,1,2,1,0
C100373,Male,33,3,24.78,37.36,month-to-month,None,Credit card,0,1,1,0,1
C100374,Female,67,7,32.32,217.65,month-to-month,DSL,Electronic check,0,0,0,0,0
C100375,Male,62,20,24.67,442.78,month-to-month,None,Electronic check,1,0,0,1,0
C100376,Female,29,21,50.53,970.29,month-to-month,Fiber,Mailed check,1,0,2,1,0
C100377,Female,35,8,20.5,120.03,one year,DSL,Electronic check,1,1,1,0,0
C100378,Male,50,3,45.8,94.4,two years,Fiber,Credit card,1,1,2,1,1
C100379,Male,52,60,50.35,2989.77,one year,Fiber,Bank transfer,1,1,3,0,0
C100380,Male,29,8,20.93,198.03,month-to-month,None,Electronic check,0,0,0,1,1
C100381,Female,81,4,42.78,170.52,two years,Fiber,Electronic check,1,0,2,0,1
C100382,Female,44,13,22.5,343.11,two years,DSL,Electronic check,0,1,1,1,1
C100383,Male,43,15,17.66,272.42,month-to-month,None,Mailed check,1,0,3,0,1
C100384,Male,22,3,48.7,155.05,month-to-month,Fiber,Electronic check,1,0,2,1,1
C100385,Male,76,12,20.45,230.85,one year,DSL,Credit card,0,0,3,0,0
C100386,Male,33,2,15.0,127.35,two years,None,Bank transfer,1,1,1,0,0
C100387,Female,84,13,30.15,370.84,one year,DSL,Credit card,1,0,3,1,0
C100388,Female,51,5,29.21,191.86,one year,DSL,Electronic check,0,1,3,1,1
C100389,Male,76,8,47.79,323.23,one year,Fiber,Electronic check,1,1,1,1,0
C100390,Female,30,9,44.8,390.99,two years,Fiber,Credit card,1,1,1,0,0
C100391,Male,29,13,48.17,726.63,month-to-month,Fiber,Electronic check,0,0,1,0,1
C100392,Male,71,18,15.0,304.25,month-to-month,None,Electronic check,1,0,1,0,0
C100393,Female,72,12,24.22,220.6,one year,DSL,Credit card,1,0,3,0,0
C100394,Female,54,6,19.61,66.08,month-to-month,None,Credit card,1,0,3,0,0
C100395,Female,20,5,33.38,247.0,month-to-month,DSL,Credit card,0,1,2,1,0
C100396,Male,81,22,32.56,720.68,month-to-month,DSL,Electronic check,1,0,0,1,0
C100397,Male,44,8,35.05,266.66,month-to-month,DSL,Bank transfer,1,0,0,1,0
C100398,Male,80,12,19.93,200.15,month-to-month,DSL,Mailed check,1,1,1,1,0
C100399,Male,76,8,46.01,352.21,month-to-month,Fiber,Mailed check,0,0,2,1,0
C100400,Female,75,3,19.54,129.32,month-to-month,None,Electronic check,0,0,1,0,0
C100401,Female,64,6,22.4,99.38,month-to-month,None,Credit card,0,0,0,0,1
C100402,Male,63,8,60.47,453.68,month-to-month,Fiber,Electronic check,1,1,5,1,1
C100403,Female,53,4,15.11,90.43,two years,DSL,Bank transfer,0,1,1,1,1
C100404,Male,19,28,16.45,408.64,month-to-month,None,Credit card,0,0,2,1,0
C100405,Female,43,6,37.88,180.55,two years,Fiber,Credit card,1,0,1,1,0
C100406,Male,66,11,46.27,509.31,month-to-month,Fiber,Electronic check,0,0,3,1,0
C100407,Male,72,7,45.56,320.48,month-to-month,Fiber,Bank transfer,0,0,4,0,1
C100408,Female,55,23,25.23,539.82,one year,DSL,Mailed check,1,1,1,0,0
C100409,Male,65,16,49.92,822.35,one year,Fiber,Electronic check,1,0,1,1,0
C100410,Male,19,4,20.6,93.33,month-to-month,None,Electronic check,0,1,1,0,1
C100411,Male,49,7,20.7,46.23,one year,DSL,Bank transfer,1,1,0,0,0
C100412,Male,52,18,44.02,831.37,one year,Fiber,Credit card,1,0,1,1,0
C100413,Male,77,8,15.0,91.52,month-to-month,None,Credit card,0,1,1,1,0
C100414,Male,38,47,54.92,2621.31,month-to-month,Fiber,Electronic check,0,0,1,0,0
C100415,Female,33,39,57.36,2340.86,month-to-month,Fiber,Electronic check,0,0,2,1,0
C100416,Female,41,18,42.02,753.08,month-to-month,Fiber,Electronic check,1,0,1,1,1
C100417,Male,29,5,15.0,42.76,two years,None,Credit card,0,1,3,0,0
C100418,Male,55,13,46.11,668.36,month-to-month,Fiber,Credit card,1,0,1,1,1
C100419,Female,61,15,45.31,637.76,one year,Fiber,Credit card,1,1,2,0,0
C100420,Female,71,19,24.57,561.49,one year,DSL,Mailed check,0,1,1,0,0
C100421,Female,83,29,15.0,411.82,two years,None,Electronic check,1,1,2,0,0
C100422,Female,22,1,26.04,0.0,month-to-month,None,Bank transfer,0,1,3,0,1
C100423,Female,34,49,49.24,2531.13,month-to-month,Fiber,Electronic check,0,1,2,1,0
C100424,Male,38,4,17.65,88.75,month-to-month,None,Electronic check,0,1,1,0,1
C100425,Male,34,2,45.58,172.26,one year,Fiber,Electronic check,0,1,3,1,1
C100426,Female,73,7,15.65,108.22,month-to-month,None,Electronic check,1,1,1,1,1
C100427,Female,27,19,24.08,452.68,one year,DSL,Electronic check,1,0,1,0,0
C100428,Male,19,6,20.81,0.0,month-to-month,DSL,Credit card,1,0,1,0,0
C100429,Female,75,16,15.0,290.59,month-to-month,None,Bank transfer,0,0,0,1,1
C100430,Male,82,18,35.15,651.96,two years,Fiber,Bank transfer,1,1,2,1,0
C100431,Female,33,4,42.34,163.76,one year,Fiber,Electronic check,0,1,3,0,0
C100432,Female,40,11,41.21,482.96,month-to-month,Fiber,Bank transfer,1,0,2,1,0
C100433,Male,51,10,42.51,427.04,one year,Fiber,Electronic check,0,0,1,0,1
C100434,Male,53,41,27.33,1073.42,month-to-month,DSL,Electronic check,0,1,1,1,0
C100435,Male,84,11,44.69,509.75,one year,Fiber,Electronic check,1,0,3,0,0
C100436,Female,45,4,53.07,202.75,month-to-month,Fiber,Electronic check,1,0,2,1,1
C100437,Female,18,11,38.56,461.22,month-to-month,DSL,Credit card,0,1,2,1,0
C100438,Male,46,12,32.14,371.68,month-to-month,DSL,Credit card,0,1,1,1,1
C100439,Male,55,6,45.08,247.04,month-to-month,Fiber,Electronic check,1,1,2,1,1
C100440,Female,52,37,48.33,1761.09,one year,Fiber,Bank transfer,0,1,4,1,1
C100441,Male,52,24,57.0,1323.87,month-to-month,Fiber,Electronic check,0,0,1,1,1
C100442,Male,79,8,44.4,329.06,month-to-month,Fiber,Electronic check,0,0,2,1,0
C100443,Male,72,4,44.68,200.3,month-to-month,Fiber,Bank transfer,0,1,2,1,1
C100444,Female,34,5,22.89,76.99,month-to-month,DSL,Bank transfer,0,1,2,1,0
C100445,Female,41,6,42.18,194.29,one year,Fiber,Credit card,1,0,2,0,0
C100446,Male,62,30,31.87,995.45,month-to-month,DSL,Electronic check,0,0,1,0,1
C100447,Female,45,8,52.42,412.42,one year,Fiber,Mailed check,0,1,2,0,0
C100448,Female,46,5,24.46,160.69,two years,DSL,Electronic check,1,1,4,1,0
C100449,Male,29,15,51.93,767.9,month-to-month,Fiber,Electronic check,0,1,1,1,0
C100450,Female,35,6,45.23,242.78,one year,Fiber,Electronic check,1,0,2,0,1
C100451,Female,67,37,21.96,725.27,month-to-month,None,Electronic check,0,1,0,0,0
C100452,Male,74,2,52.25,48.01,month-to-month,Fiber,Electronic check,1,0,3,1,1
C100453,Male,70,10,26.52,221.53,month-to-month,None,Electronic check,1,1,1,1,1
C100454,Female,38,7,49.9,363.32,month-to-month,Fiber,Bank transfer,1,0,3,0,1
C100455,Female,27,11,31.31,338.95,month-to-month,DSL,Electronic check,1,1,3,0,0
C100456,Male,28,1,27.96,0.0,month-to-month,DSL,Electronic check,1,0,3,0,1
C100457,Female,44,20,25.57,372.3,one year,DSL,Credit card,1,1,1,0,0
C100458,Female,52,10,28.72,310.32,month-to-month,DSL,Credit card,1,1,1,1,0
C100459,Male,77,17,15.0,298.87,two years,DSL,Electronic check,0,1,0,0,0
C100460,Female,78,10,54.37,591.9,month-to-month,Fiber,Electronic check,0,1,2,0,1
C100461,Male,18,9,52.44,423.73,one year,Fiber,Electronic check,0,0,1,0,1
C100462,Female,65,31,49.81,1595.54,month-to-month,Fiber,Credit card,1,1,2,0,0
C100463,Male,38,1,31.66,59.96,month-to-month,DSL,Electronic check,0,0,3,1,0
C100464,Male,31,3,54.31,190.99,month-to-month,Fiber,Electronic check,0,1,2,1,1
C100465,Female,55,27,19.28,490.18,two years,DSL,Bank transfer,0,0,0,0,0
C100466,Male,20,44,40.95,1795.07,two years,Fiber,Bank transfer,1,0,2,0,0
C100467,Female,40,30,48.92,1559.03,month-to-month,Fiber,Electronic check,0,1,3,1,0
C100468,Male,54,31,22.25,773.69,one year,DSL,Electronic check,0,1,1,1,0
C100469,Female,36,7,27.61,190.84,one year,DSL,Electronic check,1,0,0,0,0
C100470,Female,57,45,22.56,1024.9,month-to-month,None,Electronic check,1,1,1,0,1
C100471,Female,48,13,54.61,600.22,month-to-month,Fiber,Electronic check,1,1,2,1,1
C100472,Male,71,6,44.98,330.1,one year,Fiber,Credit card,1,1,2,0,0
C100473,Male,30,4,19.0,113.29,one year,DSL,Bank transfer,1,0,3,1,0
C100474,Female,21,6,35.54,230.48,month-to-month,DSL,Bank transfer,1,0,2,0,0
C100475,Female,53,16,46.33,711.12,month-to-month,Fiber,Bank transfer,1,0,1,0,1
C100476,Female,35,35,16.24,571.76,month-to-month,None,Mailed check,1,1,1,1,0
C100477,Male,65,5,17.34,159.99,two years,DSL,Electronic check,1,0,3,0,0
C100478,Female,24,16,21.28,358.61,month-to-month,DSL,Bank transfer,0,0,0,1,0
C100479,Male,56,9,18.91,301.79,month-to-month,None,Electronic check,0,0,1,0,0
C100480,Male,84,3,53.1,199.86,month-to-month,Fiber,Electronic check,0,0,2,1,0
C100481,Female,24,7,22.83,113.88,one year,DSL,Electronic check,1,0,2,1,0
C100482,Male,38,5,51.69,237.91,one year,Fiber,Bank transfer,1,0,2,1,0
C100483,Female,74,15,56.38,810.22,month-to-month,Fiber,Bank transfer,0,1,3,0,0
C100484,Male,53,3,24.45,116.22,month-to-month,None,Mailed check,1,1,1,0,1
C100485,Male,29,10,15.33,210.93,one year,DSL,Mailed check,1,0,1,0,0
C100486,Male,32,43,57.17,2544.06,month-to-month,Fiber,Credit card,1,0,1,1,0
C100487,Female,69,1,28.81,12.2,month-to-month,DSL,Electronic check,0,1,2,1,1
C100488,Female,75,5,18.39,115.36,two years,None,Electronic check,1,1,3,0,0
C100489,Female,42,6,16.98,165.9,month-to-month,None,Bank transfer,1,0,1,1,0
C100490,Female,49,17,19.3,405.61,month-to-month,None,Bank transfer,0,0,1,0,1
C100491,Female,70,16,20.45,265.64,month-to-month,None,Electronic check,1,1,2,0,0
C100492,Female,29,2,40.34,111.68,one year,Fiber,Electronic check,0,1,2,1,0
C100493,Female,31,6,16.9,41.73,one year,DSL,Credit card,0,1,2,0,0
C100494,Male,69,5,18.01,59.97,month-to-month,DSL,Electronic check,0,1,2,1,0
C100495,Male,30,3,39.76,53.95,one year,DSL,Credit card,0,0,1,1,0
C100496,Male,69,2,31.66,32.27,two years,Fiber,Credit card,0,0,4,0,1
C100497,Male,51,31,16.73,446.02,one year,DSL,Credit card,1,0,5,0,0
C100498,Female,84,3,52.86,99.48,month-to-month,Fiber,Electronic check,1,0,3,0,1
C100499,Male,20,9,42.88,340.7,month-to-month,Fiber,Mailed check,0,1,1,1,1
C100500,Male,81,6,15.0,105.15,two years,None,Electronic check,0,0,0,1,0
C100501,Female,33,11,35.63,393.6,month-to-month,Fiber,Electronic check,0,1,1,0,0
C100502,Female,20,15,51.46,689.75,month-to-month,Fiber,Electronic check,1,0,3,0,1
C100503,Female,66,8,44.65,494.27,month-to-month,Fiber,Electronic check,0,0,3,1,0
C100504,Male,53,7,18.22,103.09,one year,None,Electronic check,0,0,1,1,0
C100505,Male,74,15,49.62,677.85,month-to-month,Fiber,Bank transfer,0,1,1,1,0
C100506,Female,25,7,30.43,242.12,month-to-month,DSL,Electronic check,1,1,2,0,1
C100507,Male,23,21,22.73,477.16,one year,DSL,Electronic check,1,0,0,1,0
C100508,Male,56,3,18.62,15.23,month-to-month,None,Electronic check,0,1,4,0,1
C100509,Male,77,3,45.53,156.11,month-to-month,Fiber,Bank transfer,1,0,4,1,1
C100510,Female,45,36,16.0,542.37,month-to-month,None,Electronic check,1,1,1,0,1
C100511,Female,71,36,44.53,1588.12,month-to-month,Fiber,Bank transfer,1,0,2,1,0
C100512,Female,78,4,47.57,263.56,two years,Fiber,Electronic check,1,1,2,1,0
C100513,Female,76,32,48.02,1542.8,month-to-month,Fiber,Bank transfer,1,1,4,1,0
C100514,Female,52,36,15.0,570.71,one year,None,Bank transfer,1,0,1,1,0
C100515,Male,64,9,21.29,165.54,month-to-month,None,Mailed check,1,0,1,1,0
C100516,Female,53,29,45.98,1341.12,month-to-month,Fiber,Bank transfer,1,1,2,1,1
C100517,Male,63,72,29.78,2105.45,month-to-month,DSL,Credit card,1,1,1,1,0
C100518,Male,55,4,28.65,73.85,month-to-month,DSL,Electronic check,1,0,3,1,0
C100519,Female,53,20,57.45,1128.4,month-to-month,Fiber,Electronic check,0,0,2,0,1
C100520,Male,47,5,18.08,55.68,month-to-month,None,Credit card,0,1,2,0,1
C100521,Male,61,27,15.0,456.9,two years,None,Credit card,1,0,0,1,0
C100522,Male,68,4,53.55,243.17,month-to-month,Fiber,Bank transfer,0,0,3,0,0
C100523,Female,79,24,15.0,245.38,two years,DSL,Electronic check,0,0,2,1,1
C100524,Male,59,7,50.94,442.78,month-to-month,Fiber,Electronic check,0,1,1,0,1
C100525,Male,24,5,16.21,113.1,month-to-month,None,Credit card,0,0,1,1,0
C100526,Female,57,7,43.96,364.93,month-to-month,Fiber,Bank transfer,0,0,3,1,0
C100527,Male,39,6,23.98,135.31,month-to-month,DSL,Electronic check,1,1,0,1,1
C100528,Female,19,25,54.11,1277.96,month-to-month,Fiber,Electronic check,0,0,3,0,1
C100529,Female,22,8,63.22,439.52,month-to-month,Fiber,Credit card,1,1,5,1,1
C100530,Female,57,10,45.97,545.1,month-to-month,Fiber,Bank transfer,1,1,1,0,0
C100531,Male,81,1,16.08,0.0,one year,None,Credit card,1,0,2,1,0
C100532,Male,51,12,21.55,186.34,month-to-month,None,Electronic check,1,1,0,0,1
C100533,Male,47,6,17.35,82.46,two years,DSL,Electronic check,0,0,1,1,1
C100534,Female,23,6,37.04,152.99,month-to-month,DSL,Electronic check,0,1,1,0,0
C100535,Male,63,16,60.98,1002.41,month-to-month,Fiber,Mailed check,0,0,3,1,0
C100536,Male,21,6,27.01,192.61,month-to-month,DSL,Electronic check,1,0,1,1,0
C100537,Male,74,5,58.67,314.04,month-to-month,Fiber,Electronic check,0,1,5,0,1
C100538,Female,72,15,17.27,228.29,two years,DSL,Electronic check,0,0,0,1,0
C100539,Male,84,8,20.15,175.63,one year,DSL,Electronic check,0,1,0,0,0
C100540,Female,37,15,19.3,378.73,month-to-month,None,Credit card,0,1,1,1,1
C100541,Male,28,4,34.35,65.68,month-to-month,DSL,Electronic check,0,1,1,1,0
C100542,Male,38,6,15.0,145.83,one year,None,Mailed check,0,0,2,0,0
C100543,Male,71,6,33.69,242.53,month-to-month,DSL,Bank transfer,1,0,1,0,1
C100544,Female,32,11,31.13,337.2,month-to-month,DSL,Electronic check,1,1,1,0,0
C100545,Male,77,3,36.76,118.61,month-to-month,DSL,Mailed check,1,1,2,1,0
C100546,Male,28,65,32.65,2140.3,month-to-month,DSL,Credit card,1,0,1,1,0
C100547,Female,21,16,57.65,873.62,month-to-month,Fiber,Bank transfer,0,1,1,1,0
C100548,Female,32,8,15.71,44.08,month-to-month,None,Mailed check,0,0,4,1,0
C100549,Female,68,60,15.0,945.33,two years,None,Credit card,0,1,2,0,0
C100550,Female,58,6,29.99,117.71,month-to-month,DSL,Credit card,1,1,0,1,0
C100551,Male,41,2,15.73,0.0,two years,DSL,Credit card,0,0,2,1,0
C100552,Female,61,11,19.96,193.83,one year,DSL,Electronic check,1,0,0,1,0
C100553,Male,61,16,51.91,844.79,month-to-month,Fiber,Bank transfer,1,0,2,1,0
C100554,Female,55,7,33.33,208.32,month-to-month,DSL,Mailed check,1,1,0,1,1
C100555,Female,52,6,30.56,147.18,month-to-month,DSL,Electronic check,0,0,1,1,0
C100556,Female,24,36,20.3,778.26,one year,None,Electronic check,0,1,1,0,0
C100557,Female,35,7,15.0,88.34,month-to-month,None,Credit card,0,1,2,0,0
C100558,Female,53,16,38.04,568.79,two years,Fiber,Electronic check,1,0,1,1,1
C100559,Female,27,27,24.1,670.45,month-to-month,DSL,Credit card,0,0,2,0,0
C100560,Female,49,13,45.7,596.99,one year,Fiber,Credit card,0,1,3,0,0
C100561,Male,25,14,32.44,455.59,month-to-month,DSL,Electronic check,0,1,0,1,0
C100562,Male,70,13,56.71,759.39,month-to-month,Fiber,Electronic check,0,0,2,1,1
C100563,Male,24,36,39.11,1401.22,one year,Fiber,Credit card,0,1,3,1,0
C100564,Female,24,4,26.86,149.68,one year,DSL,Electronic check,1,0,1,0,1
C100565,Male,60,18,27.18,417.83,month-to-month,None,Credit card,1,1,0,1,0
C100566,Male,32,12,44.99,601.96,month-to-month,Fiber,Electronic check,0,0,3,0,1
C100567,Male,41,3,43.82,85.8,month-to-month,Fiber,Electronic check,0,0,3,1,1
C100568,Female,39,14,17.63,164.96,one year,DSL,Electronic check,0,1,3,0,0
C100569,Female,32,27,53.12,1394.89,month-to-month,Fiber,Electronic check,0,0,3,0,1
C100570,Female,69,6,26.37,140.76,month-to-month,DSL,Credit card,0,0,1,0,1
C100571,Male,64,15,47.39,674.1,one year,Fiber,Electronic check,0,1,1,0,0
C100572,Male,33,11,28.92,269.85,month-to-month,DSL,Electronic check,0,1,1,0,1
C100573,Male,64,3,39.0,167.54,month-to-month,DSL,Bank transfer,0,1,2,1,0
C100574,Male,65,9,48.94,396.92,one year,Fiber,Credit card,0,1,1,0,0
C100575,Male,54,6,40.98,133.0,one year,Fiber,Electronic check,1,1,2,0,1
C100576,Female,56,72,43.49,3113.73,one year,Fiber,Credit card,0,0,2,0,0
C100577,Female,80,17,53.94,1019.24,month-to-month,Fiber,Electronic check,1,0,3,1,1
C100578,Female,48,7,44.66,259.4,month-to-month,Fiber,Credit card,0,0,1,0,1
C100579,Male,43,7,50.91,311.39,one year,Fiber,Bank transfer,0,1,2,1,1
C100580,Male,54,2,28.75,37.31,month-to-month,DSL,Credit card,1,1,1,1,0
C100581,Female,74,25,34.04,928.32,month-to-month,DSL,Bank transfer,1,0,1,1,0
C100582,Male,65,31,49.02,1501.63,month-to-month,Fiber,Credit card,1,0,2,0,0
C100583,Male,23,20,27.38,496.45,month-to-month,DSL,Electronic check,0,1,2,1,0
C100584,Male,48,7,36.56,274.09,two years,Fiber,Bank transfer,1,0,2,0,0
C100585,Female,67,2,58.66,131.76,month-to-month,Fiber,Bank transfer,0,0,2,0,0
C100586,Female,33,9,28.52,281.05,month-to-month,DSL,Electronic check,0,0,4,1,1
C100587,Male,84,32,55.4,1719.78,two years,Fiber,Credit card,0,0,3,0,1
C100588,Female,72,24,40.76,950.0,two years,Fiber,Credit card,1,0,2,0,0
C100589,Female,74,5,45.75,285.01,month-to-month,Fiber,Credit card,1,1,2,1,0
C100590,Female,23,13,15.0,215.45,two years,None,Electronic check,0,0,1,0,0
C100591,Female,56,7,36.16,293.58,month-to-month,DSL,Credit card,1,0,5,1,0
C100592,Male,53,12,24.03,285.67,one year,DSL,Electronic check,1,1,3,0,1
C100593,Female,59,15,34.11,564.52,month-to-month,DSL,Credit card,0,1,1,1,0
C100594,Male,74,4,61.61,261.1,month-to-month,Fiber,Electronic check,0,1,3,1,0
C100595,Female,41,9,33.34,273.92,month-to-month,DSL,Bank transfer,1,0,1,0,1
C100596,Female,53,7,16.69,154.08,one year,None,Electronic check,0,0,2,1,0
C100597,Female,63,11,36.13,353.69,month-to-month,DSL,Bank transfer,0,1,1,1,0
